group,names,scores,logfoldchanges,pvals,pvals_adj
2,CCL8,-1.4223799,,0.15491599831280764,0.358601847946314
2,ADTRP,-1.4248725,,0.15419404183267515,0.3573442452669181
2,TRDN,-1.4292862,,0.15292199090872732,0.3548074035005274
2,RGS10,-1.4363984,,0.15088902878337024,0.3504971632598612
2,TBXAS1,-1.437839,,0.15047972718643507,0.34995285392194203
2,FMO1,-1.4437048,,0.14882201979276174,0.34650062815544064
2,FIGF,-1.4439793,,0.1487448090001137,0.34650062815544064
2,AZGP1,-1.4448025,,0.14851336013434135,0.34650062815544064
2,HAS1,-1.4763497,,0.13985002893598725,0.3275176321685884
2,KRT23,-1.4833018,,0.13799424872333624,0.3235504073231799
2,SLC43A1,-1.4851084,,0.13751511095819072,0.3231847496079688
2,CPA3,-1.4879898,,0.1367535724744294,0.32177311170453976
2,ACTC1,-1.4899565,,0.13623566353279007,0.32093206957076575
2,MUSK,-1.5060674,,0.13204985843349218,0.31217460622574983
2,PGAM2,-1.5118189,,0.13057993951547256,0.30906494559875164
2,CILP,-1.5123677,,0.1304403350380239,0.30906494559875164
2,COMP,-1.5175818,,0.12911986194687564,0.30633419204478207
2,IGJ,-1.5299537,,0.12602819347393884,0.2993543787979545
2,PPP1R15A,-1.535122,,0.1247538671797126,0.2966798268245246
2,SPAG4,-1.5543088,,0.120110794066347,0.2870030921537563
2,WISP2,-1.5573503,,0.11938735269018641,0.285615676292312
2,TIMP4,-1.5573503,,0.11938735269018641,0.285615676292312
2,DARC,-1.5618324,,0.11832745700142216,0.28375888969165985
2,CCL19,-1.5691962,,0.11660223710158808,0.27995735198460525
2,HSD11B1,-1.5759424,,0.11503907880349133,0.2772025995264851
2,TPSB2,-1.581408,,0.11378478215526931,0.2745109340296003
2,MASP1,-1.5896864,,0.1119055076130092,0.2703031584855295
2,CKS2,-1.5915846,,0.1114780937481648,0.26959635731116033
2,ZNF296,-1.5937341,,0.11099559142446264,0.26875445865487324
2,HPGD,-1.5977361,,0.110101709049846,0.2669132340602327
2,CCDC109B,-1.5984908,,0.10993378752262775,0.26682958136560136
2,TSPAN8,-1.5997028,,0.10966451897652357,0.2664994385820743
2,GGT1,-1.601761,,0.10920846503012234,0.2657140268372806
2,SH2D3C,-1.6211994,,0.10497489943040034,0.25729142017254986
2,C9orf156,-1.6393455,,0.10114131808238441,0.24819955357640347
2,BTK,-1.6410493,,0.10078719373270074,0.24793897597220357
2,FMO3,-1.6413466,,0.10072550158622968,0.24793897597220357
2,CAMK1,-1.6759009,,0.09375759417030684,0.23271582630165952
2,SLC25A19,-1.6901138,,0.09100618919133686,0.22694810272153831
2,FBP1,-1.7114615,,0.08699593443644683,0.21748983609111708
2,CSF3,-1.7141486,,0.08650142771586389,0.21652422457037268
2,ODAM,-1.7287502,,0.08385380470179116,0.21042360025543577
2,RWDD2A,-1.7300195,,0.08362680023203367,0.21011758852269766
2,NCF1,-1.741145,,0.08165816271729431,0.205947446954084
2,C2orf40,-1.7573131,,0.0788644562320508,0.19915266725265351
2,TNFRSF11B,-1.7779177,,0.07541737451095987,0.19093006205306295
2,IL1RL1,-1.783692,,0.07447372592038569,0.18878004035585724
2,OR51E1,-1.8065263,,0.07083617269957564,0.1804743253492373
2,RARRES3,-1.8072124,,0.07072917775337706,0.18043157590147207
2,INSIG1,-1.8155823,,0.06943448013121824,0.17758179061692644
2,FOXS1,-1.8169086,,0.06923110708070092,0.17728836640384357
2,ADH1B,-1.8176975,,0.06911036742356673,0.17720607031683777
2,HOPX,-1.8177547,,0.06910162489857576,0.17720607031683777
2,HARBI1,-1.8262619,,0.06781082647796069,0.1745452418995127
2,MUTYH,-1.8293034,,0.067354171609509,0.17359322579770362
2,HLA-DMB,-1.832688,,0.06684899233342462,0.1725135286023861
2,ICA1,-1.8383822,,0.06600610430798962,0.17077905383697184
2,LTC4S,-1.8506169,,0.06422468632066174,0.16660100212882423
2,CCDC159,-1.8594099,,0.06296906369040713,0.16355600958547306
2,EIF1AY,-1.8600273,,0.06288166041105729,0.16354137948259373
2,LCN2,-1.8663048,,0.0619987409293418,0.16145505450349426
2,CSN3,-1.8715645,,0.06126687570535961,0.15975717263457526
2,RPPH1,-1.8788824,,0.06026054345658707,0.15754390446166555
2,EGFL6,-1.8801745,,0.060084294125885784,0.15728872807823505
2,PPWD1,-1.8832961,,0.059660251380802956,0.15638335879633802
2,TYROBP,-1.8910486,,0.05861786354629596,0.15425753564814726
2,KIT,-1.8958167,,0.05798429353229727,0.1529928589242672
2,ZNF559,-1.8993384,,0.05751999569657163,0.15237084952734206
2,ADHFE1,-1.9252142,,0.054202565357884216,0.14377338291215971
2,PLA2G2A,-1.95412,,0.050687016502333704,0.13480589495301518
2,GRK5,-1.9586939,,0.05014865607103274,0.13355168061526695
2,TREM1,-1.9725293,,0.04854921512708235,0.12981073563391002
2,RASGRP3,-1.981631,,0.04752055578570205,0.12740095384906716
2,ANKZF1,-2.004831,,0.044981099462531766,0.1209169340390639
2,CCDC66,-2.0112457,,0.0442995000087629,0.11924495291726218
2,LINS,-2.0241666,,0.04295301804808742,0.11577632897058604
2,NOSTRIN,-2.0249784,,0.042869583833498454,0.11570737876787707
2,TM6SF1,-2.0299752,,0.042359063361587096,0.11448395503131648
2,CIDECP,-2.033657,,0.04198618944068739,0.1136297413821039
2,AREG,-2.0339315,,0.04195850917527234,0.1136297413821039
2,HLA-DMA,-2.05712,,0.0396746677384128,0.10766531272296553
2,ITIH3,-2.0707154,,0.03838538685547729,0.10430811645510132
2,CMAHP,-2.097529,,0.035946777028164824,0.09794762133014939
2,GTF2B,-2.1029718,,0.03546824567934148,0.09690777508016798
2,TNFAIP8,-2.1089175,,0.03495170300221389,0.09588944582226033
2,SLC17A9,-2.119174,,0.03407575946937962,0.09361472381697698
2,GADD45G,-2.121461,,0.033883033304972304,0.09321329657488943
2,FDCSP,-2.126892,,0.033429040463131415,0.09209102055959068
2,IGLL5,-2.1388524,,0.03244761807664802,0.0895106705562704
2,DERL3,-2.1420197,,0.03219189095347158,0.0889278755620762
2,TBC1D4,-2.1566215,,0.031035178800809304,0.08585111701468688
2,TCEAL7,-2.161035,,0.03069263616435547,0.08513907396492502
2,MSL3,-2.1629446,,0.03054544681366093,0.08496647236067019
2,F10,-2.1648312,,0.030400616030208116,0.08468138169974405
2,FAM162B,-2.1906726,,0.028475487835006176,0.0797632712465159
2,TRPC6,-2.201055,,0.02773212974237258,0.077789985252097
2,RILPL2,-2.212821,,0.026909996195841123,0.0755898769546099
2,PTPN6,-2.2163541,,0.02666726132626331,0.07501339332282225
2,COX4I2,-2.2218196,,0.026295494196234854,0.07407181463728128
2,ADAM28,-2.2400916,,0.025084971916276896,0.07096173102199971
2,NCF1C,-2.275195,,0.022894238061761187,0.06485619847524415
2,HS3ST1,-2.2774818,,0.022757470147639517,0.0645601990003958
2,TMEM175,-2.3213437,,0.02026829950983689,0.05774444304796836
2,NPRL2,-2.3588026,,0.018334011894418675,0.052382891126910504
2,CHI3L1,-2.3710601,,0.01773715012965925,0.0507500719017432
2,HLA-DOB,-2.3966615,,0.016545204913051444,0.0474754803817832
2,LAYN,-2.3977933,,0.016494165616901462,0.04739702763477432
2,RNF113A,-2.3983994,,0.016466898426875674,0.04738675806295158
2,MMP7,-2.403705,,0.016229867712667122,0.04677195306244128
2,FCER1G,-2.4064376,,0.016108950471291513,0.04649047755062486
2,DEFB1,-2.4588182,,0.013939518618026564,0.04040440179138135
2,PRR4,-2.4602017,,0.01388589328231415,0.04030738253211655
2,PLVAP,-2.4849684,,0.012956292748402968,0.03777344824607279
2,RAMP3,-2.4956937,,0.012571106981801342,0.03670396199066085
2,DTNBP1,-2.5001874,,0.012412760478293464,0.03629462128155983
2,ZNF83,-2.5142632,,0.011928142045264977,0.03492867363181545
2,CCDC28A,-2.5292077,,0.011432035718970699,0.033525031433931665
2,SFRP4,-2.5307512,,0.01138185140421539,0.03342687637067662
2,KCNJ8,-2.5370402,,0.011179412378620046,0.032880624643000136
2,CDH5,-2.5435348,,0.010973710891954749,0.03237082858983702
2,PTGDS,-2.5469308,,0.010867496990000093,0.0321048655539146
2,MAOB,-2.5576906,,0.01053698259606645,0.031174504722090088
2,AMTN,-2.568393,,0.010217124995902188,0.03031787832611925
2,ALOX5,-2.5712516,,0.010133168824940147,0.030113428900267896
2,ZBTB2,-2.5831432,,0.0097904667917449,0.02918171920043189
2,HBP1,-2.595218,,0.00945309838199854,0.028218204125368775
2,B3GNT2,-2.5981908,,0.009371641609049158,0.0281008743899525
2,C2orf74,-2.6065836,,0.009145051680155218,0.02750391482753449
2,TNFRSF14,-2.6215625,,0.008752772605083774,0.026403537270237625
2,GPM6B,-2.634243,,0.008432509631395288,0.025514401305280748
2,S100A7,-2.6401317,,0.008287380753873249,0.025113275011737116
2,CSF1,-2.6641438,,0.007718457447693726,0.023460356983871507
2,GPAT2,-2.6679742,,0.007631011193628827,0.023229866647271925
2,CLEC14A,-2.6828501,,0.0072997671813401,0.022323447037737306
2,AGT,-2.6849084,,0.007254968478499293,0.022220424130166287
2,EAF2,-2.7181365,,0.006565075708640349,0.020138269044909046
2,MEOX2,-2.7449841,,0.006051381734250353,0.018619636105385702
2,CXCL10,-2.7605805,,0.005769872988741192,0.017808249965250593
2,CGRRF1,-2.7648456,,0.0056949757409029775,0.017604252676670717
2,G0S2,-2.7729752,,0.005554633546191422,0.017197007882945578
2,ZNF586,-2.8296208,,0.00466032063554611,0.014518132821015918
2,ZNF34,-2.8317933,,0.004628776123177541,0.014442359198681877
2,QPCT,-2.8479843,,0.0043997102365806095,0.013770611069109888
2,ZFAND2B,-2.8526495,,0.004335642178033043,0.01360113776459879
2,SPSB3,-2.8679714,,0.004131128949279108,0.012990971538613547
2,IRF8,-2.8757238,,0.004031022267065661,0.012720765376260709
2,ABHD14A,-2.9171617,,0.0035323259934663125,0.011213733312591468
2,CXXC5,-2.9205463,,0.00349418330331475,0.011127972303550159
2,ULK3,-2.9237478,,0.003458447735776033,0.011031731214596597
2,GBP2,-2.9520478,,0.0031567414554180225,0.010101572657337672
2,HSPB2,-2.9797301,,0.0028850242964890624,0.009246872745157252
2,APOC1,-2.9875283,,0.002812432395872558,0.009072362567330832
2,SAT1,-3.002553,,0.0026772537402633923,0.008650254411190283
2,TRAPPC6A,-3.0064635,,0.002643057820692889,0.008553585180235886
2,LOC100128252,-3.0229633,,0.0025031269680307485,0.008113863753746349
2,TMEM80,-3.0241408,,0.002493402732109468,0.008095463415939832
2,SNHG1,-3.0315275,,0.002433197847703007,0.00791283852911547
2,RAB4B,-3.0377476,,0.0023835341033546747,0.007776620239330097
2,RERGL,-3.0835536,,0.0020454434191766726,0.006695395807452284
2,KTI12,-3.1310859,,0.0017416125616822472,0.005728988689744234
2,STC1,-3.1719863,,0.0015140016124823733,0.005021564220505384
2,DES,-3.1948662,,0.0013989563709614447,0.004655428855112961
2,RARRES1,-3.202996,,0.0013600583701376373,0.004533527900458791
2,CARD16,-3.233743,,0.0012217940055761663,0.0040862675771778136
2,CALML5,-3.2348063,,0.0012172529509040253,0.00407789933301181
2,HSPA6,-3.2350578,,0.0012161810054583252,0.00407789933301181
2,ADA,-3.2442281,,0.001177693873712267,0.003958634869621066
2,GATA2,-3.2704356,,0.0010738202348548748,0.0036339094242127746
2,RNASE1,-3.2772274,,0.0010483187413338722,0.0035536228519792283
2,MT1A,-3.3010795,,0.0009631361975066203,0.0032704115365250266
2,ST6GAL1,-3.3360226,,0.0008498625611307114,0.002890688983437794
2,HGF,-3.3950236,,0.000686227027543213,0.002342071766359089
2,SAA2,-3.4175491,,0.000631877000078802,0.002163962329036993
2,BCAS2,-3.4291434,,0.0006054894121038346,0.002077150641865642
2,SLC18A2,-3.4479642,,0.0005648287085232972,0.0019409921255096124
2,WFDC2,-3.4594328,,0.0005413141660043315,0.0018633878347825525
2,MIF4GD,-3.4673798,,0.0005255589020188577,0.0018122720759270955
2,SPRR1B,-3.5131168,,0.00044288262147499193,0.0015324658182525673
2,C15orf57,-3.5245054,,0.0004242741270907852,0.0014706208911292383
2,GFPT2,-3.5271583,,0.00042004573787185934,0.0014584921453884006
2,RRAD,-3.5666409,,0.0003615865951061673,0.001259883606641698
2,LY96,-3.5707,,0.00035602854640123306,0.0012448550573469688
2,CASP1,-3.5892007,,0.0003316934916636794,0.0011638368128550156
2,GLRX,-3.5983481,,0.0003202448444835844,0.0011256409296435306
2,MMP3,-3.6076555,,0.00030897626931370543,0.0010879446102595263
2,ABCA8,-3.611326,,0.0003046354575687354,0.0010745518785493314
2,CLDN5,-3.6440852,,0.0002683444982407955,0.0009498920291709577
2,ENPP2,-3.6463263,,0.000266016101428216,0.000943319508610695
2,MLKL,-3.6506715,,0.00026155571986576624,0.000929149981761159
2,APOE,-3.6781824,,0.00023490206894103725,0.0008359504232777126
2,AKTIP,-3.6848028,,0.00022887984135034467,0.000815970913904972
2,TNFAIP6,-3.725566,,0.0001948774736916882,0.0006984855687874129
2,RASL12,-3.733364,,0.0001889391144400851,0.0006796371023024643
2,CCDC107,-3.738544,,0.00018508918154409032,0.0006669880416003255
2,PDE1A,-3.7437236,,0.00018131308391932733,0.000654559869744864
2,BMP4,-3.7568731,,0.0001720497143617655,0.0006233685302962518
2,KCNMB1,-3.816949,,0.00013511218547636132,0.0004913170380958593
2,BTG2,-3.8582036,,0.00011422341789555187,0.000416114454992903
2,PTGIR,-3.878488,,0.0001051076403230253,0.00038360452672636967
2,NMRK1,-3.8833363,,0.0001030329068491609,0.0003767199519164932
2,EFHD1,-3.9010937,,9.575905371456837e-05,0.0003514093714296087
2,CRBN,-3.9230018,,8.745247895699063e-05,0.000321516466753642
2,ACTG2,-3.923505,,8.726996771548306e-05,0.00032143634517673315
2,TCN2,-3.9245226,,8.690189683846813e-05,0.0003209759461385547
2,MMP1,-3.9333498,,8.377016314179869e-05,0.0003108354847562103
2,GJA4,-3.938621,,8.195123155297504e-05,0.0003046514184125466
2,IL1R2,-3.9463391,,7.935516038310407e-05,0.000295549945560909
2,TPST2,-3.951256,,7.774211493158705e-05,0.0002900825184014442
2,CD14,-3.9525595,,7.73196980345686e-05,0.0002890456001292284
2,SGCA,-3.9590428,,7.525077315739577e-05,0.00028236687863938373
2,SLC25A38,-3.9762743,,7.000340283488494e-05,0.0002631706873491915
2,SERPINA3,-3.9817398,,6.84126519161688e-05,0.00025767477181231187
2,FMO2,-3.9901555,,6.603000933297782e-05,0.0002491698465395389
2,BLNK,-4.012727,,6.002138487573511e-05,0.0002273537305899057
2,SERPINI1,-4.027191,,5.644715375987658e-05,0.0002146279610641695
2,CALHM2,-4.0646157,,4.8111703734904125e-05,0.00018363245700345085
2,CASQ2,-4.115864,,3.857316900519054e-05,0.0001483583423276559
2,CCDC167,-4.181966,,2.8899964963273768e-05,0.00011179870391982114
2,RAMP2,-4.2008324,,2.659356208046974e-05,0.00010327596924454267
2,RAB30,-4.212175,,2.5292343019756033e-05,9.841378606908962e-05
2,PODN,-4.259845,,2.0456909232419246e-05,7.990980168913768e-05
2,SUSD2,-4.2710843,,1.945246830543436e-05,7.628418943307592e-05
2,RPA2,-4.2819815,,1.85236491112021e-05,7.278447587898665e-05
2,CDKN2AIP,-4.2840395,,1.8353026999081107e-05,7.225601180740593e-05
2,PHYH,-4.2896423,,1.78961080158062e-05,7.087567531012356e-05
2,RCAN2,-4.2964115,,1.7358526412571806e-05,6.888304131972939e-05
2,FBLN5,-4.3111043,,1.624411031395253e-05,6.458890780895638e-05
2,CNN1,-4.3326926,,1.4729680926951496e-05,5.868398775677887e-05
2,VRK3,-4.3399987,,1.4248339111080503e-05,5.687959724982237e-05
2,GADD45B,-4.3553553,,1.3285130802308589e-05,5.3140523209234357e-05
2,CXCL3,-4.3575163,,1.3154671030472512e-05,5.272413238666338e-05
2,RHOG,-4.3613124,,1.2928457466422532e-05,5.192151592940776e-05
2,MAGEH1,-4.3685617,,1.2506741942431351e-05,5.0328941418234814e-05
2,PDGFRL,-4.3888693,,1.1394161594797017e-05,4.594419997902023e-05
2,NFIL3,-4.3922424,,1.1218760538786286e-05,4.532832540923752e-05
2,SFRP2,-4.4050145,,1.0577688546015796e-05,4.282464998386962e-05
2,C1orf54,-4.419376,,9.898639040519637e-06,4.015675067147926e-05
2,DPT,-4.4300556,,9.420887296314191e-06,3.829628982241541e-05
2,POSTN,-4.4751525,,7.635687823691267e-06,3.1166072749760276e-05
2,ADCK3,-4.476776,,7.5778708451690745e-06,3.0993336790057566e-05
2,RPS4Y1,-4.4964314,,6.910343635775048e-06,2.8379234643840034e-05
2,ZFAND2A,-4.534336,,5.778494014519905e-06,2.3779810759341174e-05
2,APOD,-4.553717,,5.270618285768814e-06,2.1734508394922944e-05
2,NEDD9,-4.5728583,,4.811156001965337e-06,1.9951356273654695e-05
2,FKBP11,-4.578644,,4.679998901014853e-06,1.945945488987465e-05
2,UBD,-4.591073,,4.409728646377961e-06,1.8450747474384774e-05
2,IL8,-4.6454086,,3.394036326182759e-06,1.4260656832700669e-05
2,TMEM176A,-4.666162,,3.0687768336228685e-06,1.294842545832434e-05
2,FHL5,-4.6971374,,2.638327745441874e-06,1.1203090214190548e-05
2,ZNRD1,-4.741297,,2.123545874964143e-06,9.094414882073418e-06
2,KRT7,-4.7699285,,1.8429155206205403e-06,7.90950867219116e-06
2,DDIT3,-4.786051,,1.7009519389925376e-06,7.315922318247473e-06
2,ALDOC,-4.7990055,,1.594552999282266e-06,6.8730732727683876e-06
2,CHKB,-4.819107,,1.4420211320023108e-06,6.242515722953726e-06
2,HIST1H2BG,-4.848093,,1.2465393134628925e-06,5.4079796679518115e-06
2,FGF7,-4.8803835,,1.0587975339543628e-06,4.603467538932012e-06
2,HIST1H4C,-4.8975806,,9.702381368864641e-07,4.236847759329537e-06
2,GMPPB,-4.9456506,,7.589004657560015e-07,3.3212274212516475e-06
2,FAM13C,-5.0435967,,4.5686211033680667e-07,2.0170512597651507e-06
2,CDC26,-5.1079373,,3.256947117297033e-07,1.4572470323476659e-06
2,FABP4,-5.1415424,,2.7249176379403776e-07,1.2246820844675854e-06
2,SEPT4,-5.194929,,2.0479759203296994e-07,9.245940949569749e-07
2,SELENBP1,-5.200315,,1.989511560489751e-07,9.00231475334729e-07
2,PLN,-5.202167,,1.9697781854881862e-07,8.933234401306966e-07
2,LETMD1,-5.2139215,,1.8488952188318134e-07,8.423212842058376e-07
2,AIP,-5.214722,,1.8409299941183774e-07,8.406073032504007e-07
2,PTTG1,-5.230936,,1.6865395511462848e-07,7.718716481218694e-07
2,RERG,-5.288622,,1.2324132675248872e-07,5.679323813478742e-07
2,LMCD1,-5.3221817,,1.0253015904511636e-07,4.757780002093567e-07
2,NR4A1,-5.3438954,,9.097013505855035e-08,4.2608962556698055e-07
2,TMEM204,-5.4126496,,6.209891216423599e-08,2.957091055439809e-07
2,ADRB2,-5.432271,,5.5641364013988986e-08,2.6559123634362287e-07
2,C1orf186,-5.4590387,,4.7871974329194675e-08,2.2905250875212764e-07
2,CD38,-5.5102644,,3.582955052749874e-08,1.7225745445912856e-07
2,TBPL1,-5.5230594,,3.331474858911926e-08,1.6094081444018968e-07
2,IL6,-5.6316047,,1.7854035091488786e-08,8.68809493503104e-08
2,OLFML3,-5.721844,,1.0537386164963231e-08,5.165385374981976e-08
2,CXCL1,-5.7228847,,1.0473027677724229e-08,5.146450947284634e-08
2,SPP1,-5.7433524,,9.28203893176537e-09,4.5837229292668484e-08
2,MUSTN1,-5.7697425,,7.939273966341729e-09,3.9303336467038257e-08
2,PPP1R14A,-5.962799,,2.479532460561899e-09,1.2491347408372286e-08
2,RGS16,-5.9919796,,2.073022128968696e-09,1.0469808732165132e-08
2,RASSF4,-6.010263,,1.8522281517977411e-09,9.378370388849321e-09
2,AQP1,-6.160292,,7.261087289019469e-10,3.7236345071894714e-09
2,NEU1,-6.169211,,6.863164877124741e-10,3.528619474100124e-09
2,GUCY1B3,-6.1988487,,5.68777292559034e-10,2.9318417142218244e-09
2,ESAM,-6.199832,,5.652349965685868e-10,2.9211110933777095e-09
2,ASPN,-6.2125697,,5.212504758244025e-10,2.7077946796072856e-09
2,RAMP1,-6.227789,,4.730643712971505e-10,2.470310032883292e-09
2,SERTAD1,-6.291764,,3.138792715536407e-10,1.6476602181293474e-09
2,BEX4,-6.3892293,,1.6672370930617168e-10,8.798084923808533e-10
2,RGS5,-6.3928657,,1.628053813781024e-10,8.61404134275674e-10
2,PPAP2A,-6.5070715,,7.663006732879715e-11,4.0978645630372806e-10
2,COL6A3,-6.5580454,,5.451764143904606e-11,2.9310559913465625e-10
2,TMEM176B,-6.570154,,5.026317053513788e-11,2.709604880600425e-10
2,MOCS1,-6.6051316,,3.971640331774885e-11,2.146832611770208e-10
2,EGR2,-6.717748,,1.8455443833307064e-11,1.0140353754564322e-10
2,GLT8D2,-6.7796645,,1.2045508875707302e-11,6.6549772793963e-11
2,FRZB,-6.7957187,,1.0777406169837627e-11,5.970862143954365e-11
2,DIO2,-6.851975,,7.283720064785309e-12,4.080515442456756e-11
2,VWA5A,-6.958771,,3.4325287348185848e-12,1.933819005531597e-11
2,CTSK,-7.000152,,2.556847230467481e-12,1.4568930088133794e-11
2,FMOD,-7.0576553,,1.6933562670546374e-12,9.704047375671275e-12
2,SEC11C,-7.2245274,,5.028482324190644e-13,2.949256495126477e-12
2,SMOC2,-7.4545164,,9.01979912319309e-14,5.41729677068654e-13
2,SLPI,-7.4699073,,8.025148785203375e-14,4.834426979038178e-13
2,TUBA1A,-7.5521426,,4.281557749906901e-14,2.594883484792061e-13
2,GNG11,-7.6851234,,1.5284977305609015e-14,9.43517117630186e-14
2,ZBTB16,-7.883051,,3.1948310198690023e-15,2.0220449492841787e-14
2,MFAP4,-7.9439726,,1.9580671192201834e-15,1.2471765090574416e-14
2,SDF2L1,-7.9482036,,1.8923579655081773e-15,1.2091744188550653e-14
2,ZMYM6NB,-8.325718,,8.381920605657204e-17,5.460534596519351e-16
2,RNASE4,-8.449277,,2.931127319449037e-17,1.9347375045868232e-16
2,GGT5,-8.56362,,1.0937818435350701e-17,7.243588367781922e-17
2,CFD,-8.744967,,2.2307974652382077e-18,1.5072955846204106e-17
2,PDK4,-8.776069,,1.6928825874575907e-18,1.1477170084458243e-17
2,CTHRC1,-8.793609,,1.4483094054045448e-18,9.886071026652184e-18
2,VAMP5,-8.864216,,7.7044433761580925e-19,5.295150086706593e-18
2,CCL2,-8.934868,,4.076637479732852e-19,2.8114741239536913e-18
2,MXRA8,-8.997688,,2.3052038158689473e-19,1.6064138089679077e-18
2,SAA1,-9.052562,,1.3965331294897769e-19,9.800232487647557e-19
2,PTP4A3,-9.097658,,9.23004393038307e-20,6.522999244086976e-19
2,ACTA2,-9.4590845,,3.1065055104727827e-21,2.2675222704180895e-20
2,RARRES2,-9.466128,,2.904089156592956e-21,2.127537843657843e-20
2,CXCL12,-9.480547,,2.529539598803347e-21,1.866818892105791e-20
2,S100A8,-9.486241,,2.3951562371703576e-21,1.774189805311376e-20
2,ISLR,-9.539376,,1.4369394716479592e-21,1.0885905088242115e-20
2,GSTM1,-9.751642,,1.8150761098799235e-22,1.3855542823510866e-21
2,CXCL2,-9.860542,,6.171498416568871e-23,4.747306474283747e-22
2,RPS12,-9.943978,,2.6790821127823175e-23,2.0768078393661375e-22
2,ANGPTL4,-10.127991,,4.1509160597514594e-24,3.2556204390207523e-23
2,PCOLCE,-10.147543,,3.398098880881771e-24,2.675668410143127e-23
2,GEM,-10.24191,,1.286701493018151e-24,1.0171553304491313e-23
2,S100A9,-10.253127,,1.1457511633545202e-24,9.09326320122635e-24
2,ISG15,-10.719337,,8.259255544181216e-27,6.714841905838387e-26
2,C10orf10,-11.028213,,2.7936312286110953e-28,2.3183661648224857e-27
2,PLAUR,-11.097801,,1.2856781044519277e-28,1.075881258955588e-27
2,MGP,-11.146351,,7.460312700746455e-29,6.269170336761727e-28
2,XBP1,-11.159638,,6.425269497431446e-29,5.422168352262824e-28
2,COL3A1,-11.282442,,1.60234797749548e-29,1.3754059892665064e-28
2,GPX3,-11.344314,,7.914521705349902e-30,6.822863539094742e-29
2,EPCAM,-11.444444,,2.5070882960147984e-30,2.1895967650784263e-29
2,A2M,-11.5661955,,6.113379078038872e-31,5.458374176820422e-30
2,LUM,-11.764844,,5.923610637332214e-32,5.360733608445443e-31
2,CRISPLD2,-11.820585,,3.055470477748763e-32,2.790383997944076e-31
2,DBNDD2,-11.881119,,1.4836819041815736e-32,1.3611760588821775e-31
2,RASD1,-12.019771,,2.7974579584078153e-33,2.614446690100762e-32
2,DCN,-12.732539,,3.899497254975313e-37,3.823036524485601e-36
2,CRYAB,-12.922668,,3.353086793699809e-38,3.319887914554266e-37
2,COL1A2,-12.928363,,3.113801961198257e-38,3.0983104091524943e-37
2,PMP22,-12.939636,,2.68898097993947e-38,2.729929928872558e-37
2,HSPB8,-12.989193,,1.4090514281467231e-38,1.445180951945357e-37
2,FHL1,-13.160364,,1.4836893029653717e-39,1.545509690588929e-38
2,MMP2,-13.199229,,8.863717303088782e-40,9.281379374962075e-39
2,CTGF,-13.85311,,1.2182018504624387e-43,1.3169749734729068e-42
2,TAGLN,-13.948689,,3.204375694693627e-44,3.4830170594495943e-43
2,EBF1,-14.039112,,8.983086896454038e-45,9.926062869009987e-44
2,MYH11,-14.279713,,2.9280664224871587e-46,3.2715825949577194e-45
2,LGALS1,-14.534274,,7.348835717363015e-48,8.495763835101752e-47
2,LHFP,-15.150994,,7.462929205982386e-52,9.328661507477982e-51
2,ADAMTS1,-15.189127,,4.1743987298031686e-52,5.2508160123310295e-51
2,SERPINF1,-15.2314,,2.1885467194389972e-52,2.805829127485894e-51
2,HSPA1B,-15.343936,,3.8888207504684815e-53,5.0178332264109436e-52
2,FN1,-16.00358,,1.2063353742846879e-57,1.6412726180744055e-56
2,PKIG,-16.07031,,4.120148917004606e-58,5.644039612335078e-57
2,THBS1,-16.359804,,3.703164534849998e-60,5.215724696971828e-59
2,SPARCL1,-16.440474,,9.814968073071569e-61,1.412225622024686e-59
2,BGN,-16.899628,,4.527502621213306e-64,6.859852456383797e-63
2,TPM2,-16.912561,,3.635614418840884e-64,5.550556364642571e-63
2,CSRP2,-17.460274,,2.875478851469577e-68,4.528313151920594e-67
2,SOD2,-17.955265,,4.3649384572448507e-72,7.155636815155493e-71
2,NNMT,-18.293343,,9.3501800116845e-75,1.5847762731668645e-73
2,CXCL14,-18.483986,,2.7787095958060685e-76,4.832538427488815e-75
2,CLU,-18.541546,,9.543703327827498e-77,1.6743339171627188e-75
2,MT2A,-18.639265,,1.543493619592417e-77,2.7562386064150302e-76
2,CRIP2,-19.478678,,1.6652327295553285e-84,3.112584541224913e-83
2,SPARC,-19.798792,,3.049146382770551e-87,6.159891682364749e-86
2,SELM,-19.95439,,1.3728700967436836e-88,2.8017757076401707e-87
2,COL1A1,-20.461592,,4.736563792207999e-93,1.0643963577995504e-91
2,KRT19,-20.613565,,2.0737767324556038e-94,4.767302833231274e-93
2,KRT17,-21.478374,,2.480302838663892e-102,6.442345035490628e-101
2,CYR61,-22.093906,,3.61725672657795e-108,1.0047935351605417e-106
2,KRT14,-22.331923,,1.8097360321429557e-110,5.1706743775513015e-109
2,IGFBP7,-23.167356,,9.718357179014525e-119,3.2394523930048416e-117
2,PRKCDBP,-23.25212,,1.3540026544278355e-119,4.589839506535036e-118
2,TIMP1,-25.11448,,3.4555198805611505e-139,1.3822079522244602e-137
2,SERPING1,-26.723032,,2.54190701448675e-157,1.270953507243375e-155
2,ADIRF,-27.032352,,6.159276575635771e-161,3.158603372120908e-159
2,C1R,-28.760292,,6.734995201817421e-182,4.345158194720917e-180
2,C1S,-29.230549,,7.935275918676826e-188,5.877982161982834e-186
